Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,
1595,Mariano,do DOM,FW,Real Madrid,es La Liga,29-230,1993,6,0,57,0.6,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.9,2,1,7,0.00,0.00,0.00,0.00,0.00,0.66,0.69,1.34,0.66,1.34,5c4dc0ff
1596,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,19-259,2003,9,3,342,3.8,0,0,0,0,0,0,1,0,1.1,1.1,0.8,1.9,8,15,23,0.00,0.00,0.00,0.00,0.00,0.29,0.21,0.51,0.29,0.51,a83c19cf
1597,R?zvan Marin,ro ROU,MF,Empoli,it Serie A,26-300,1996,25,20,1844,20.5,2,2,4,2,0,0,6,0,1.1,1.1,2.1,3.1,27,81,18,0.10,0.10,0.20,0.10,0.20,0.05,0.10,0.15,0.05,0.15,7fac99d4
1598,Diego Mariño,es ESP,GK,Almería,es La Liga,32-314,1990,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,d9235a45
1599,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,28-317,1994,18,17,1485,16.5,3,0,3,3,0,0,2,1,1.1,1.1,0.1,1.2,3,41,0,0.18,0.00,0.18,0.18,0.18,0.06,0.01,0.07,0.06,0.07,d9764034
1600,Marlon,br BRA,DF,Monza,it Serie A,27-193,1995,19,15,1215,13.5,0,0,0,0,0,0,5,0,0.1,0.1,0.3,0.4,14,48,10,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,cdf65d12
1601,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,24-040,1999,24,12,1177,13.1,5,1,6,5,0,0,2,0,4.7,4.7,0.9,5.5,29,45,123,0.38,0.08,0.46,0.38,0.46,0.36,0.07,0.42,0.36,0.42,0e0102eb
1602,Marquinhos,br BRA,MF,Arsenal,eng Premier League,19-346,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59878425
1603,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,28-309,1994,24,22,1990,22.1,2,0,2,2,0,0,2,0,1.7,1.7,0.4,2.1,4,67,9,0.09,0.00,0.09,0.09,0.09,0.08,0.02,0.10,0.08,0.10,d5f2f82b
1604,Luca Marrone,it ITA,DF,Monza,it Serie A,32-356,1990,2,2,135,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,4,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,ea468ea8
1605,Eric Martel,de GER,MF,Köln,de Bundesliga,20-324,2002,21,15,1354,15.0,0,0,0,0,0,0,3,0,0.8,0.8,0.4,1.2,9,39,28,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,92a16062
1606,Roger Martí,es ESP,FW,Elche,es La Liga,32-075,1991,12,8,655,7.3,0,1,1,0,0,0,2,0,0.6,0.6,0.7,1.2,8,7,50,0.00,0.14,0.14,0.00,0.14,0.08,0.09,0.17,0.08,0.17,0ae4e09a
1607,Roger Martí,es ESP,FW,Cádiz,es La Liga,32-075,1991,8,7,507,5.6,1,0,1,1,0,0,1,0,0.9,0.9,0.3,1.2,5,2,17,0.18,0.00,0.18,0.18,0.18,0.16,0.05,0.21,0.16,0.21,0ae4e09a
1608,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,27-104,1995,9,6,458,5.1,3,2,5,2,1,1,0,0,3.2,2.4,0.9,3.3,7,15,28,0.59,0.39,0.98,0.39,0.79,0.63,0.18,0.81,0.47,0.66,8b788c01
1609,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,25-331,1997,20,17,1489,16.5,3,3,6,3,0,1,1,0,2.0,1.2,2.5,3.7,21,74,54,0.18,0.18,0.36,0.18,0.36,0.12,0.15,0.27,0.07,0.23,2f3e911a
1610,Ander Martin,es ESP,MFFW,Real Sociedad,es La Liga,22-123,2000,3,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.00,0.26,e1e75690
1611,Andrés Martín,es ESP,FWMF,Rayo Vallecano,es La Liga,23-251,1999,5,2,145,1.6,0,0,0,0,0,0,1,0,0.4,0.4,0.5,0.9,3,3,18,0.00,0.00,0.00,0.00,0.00,0.26,0.30,0.57,0.26,0.57,2ae30661
1612,Carlos Martín,es ESP,DF,Atlético Madrid,es La Liga,20-331,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64035864
1613,Iván Martín,es ESP,MF,Girona,es La Liga,24-033,1999,13,7,696,7.7,3,1,4,3,0,0,0,0,1.6,1.6,1.1,2.7,9,21,47,0.39,0.13,0.52,0.39,0.52,0.21,0.14,0.35,0.21,0.35,ae48c5cb
1614,Jonas Martin,fr FRA,MF,Lille,fr Ligue 1,32-344,1990,9,1,191,2.1,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,3,17,1,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,468fdbad
1615,Martinelli,br BRA,FW,Arsenal,eng Premier League,21-274,2001,27,26,2170,24.1,12,2,14,12,0,0,3,0,7.8,7.8,5.5,13.3,96,80,279,0.50,0.08,0.58,0.50,0.58,0.32,0.23,0.55,0.32,0.55,48a5a5d6
1616,Arnau Martinez,es ESP,DF,Girona,es La Liga,19-328,2003,22,21,1756,19.5,2,2,4,2,0,0,8,0,1.5,1.5,2.3,3.8,43,71,74,0.10,0.10,0.21,0.10,0.21,0.08,0.12,0.20,0.08,0.20,c3e66ffe
1617,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,30-198,1992,25,25,2194,24.4,0,0,0,0,0,0,5,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,7956236f
1618,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,31-306,1991,12,12,1080,12.0,1,0,1,1,0,0,1,0,0.8,0.8,0.3,1.1,7,49,4,0.08,0.00,0.08,0.08,0.08,0.07,0.02,0.09,0.07,0.09,3fc45c73
1619,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,25-209,1997,26,23,2040,22.7,14,3,17,13,1,2,2,0,12.9,11.3,3.7,15.0,38,67,136,0.62,0.13,0.75,0.57,0.71,0.57,0.16,0.73,0.50,0.66,f7036e1c
1620,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,25-060,1998,24,21,1852,20.6,1,0,1,1,0,0,6,0,0.4,0.4,0.3,0.7,11,71,1,0.05,0.00,0.05,0.05,0.05,0.02,0.01,0.04,0.02,0.04,bac46a10
1621,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,26-313,1996,19,17,1541,17.1,1,1,2,1,0,0,3,0,2.2,2.2,0.4,2.6,16,81,5,0.06,0.06,0.12,0.06,0.12,0.13,0.02,0.15,0.13,0.15,3ec3c1c9
1622,Roger Martínez,es ESP,DF,Espanyol,es La Liga,18-348,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.34,0.34,0.34,937c6ae6
1623,Gelson Martins,pt POR,MFFW,Monaco,fr Ligue 1,27-312,1995,11,3,345,3.8,0,0,0,0,0,0,0,0,0.8,0.8,0.3,1.1,15,14,47,0.00,0.00,0.00,0.00,0.00,0.20,0.08,0.28,0.20,0.28,3ef0fa48
1624,Adam Maruši?,me MNE,DF,Lazio,it Serie A,30-153,1992,25,24,2188,24.3,0,2,2,0,0,0,5,0,0.7,0.7,1.1,1.7,35,91,38,0.00,0.08,0.08,0.00,0.08,0.03,0.04,0.07,0.03,0.07,d4535821
1625,Omar Mascarell,es ESP,MF,Elche,es La Liga,30-045,1993,22,22,1907,21.2,0,0,0,0,0,0,6,0,0.4,0.4,0.8,1.2,19,93,5,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,11fd2b75
1626,Adam Masina,ma MAR,DF,Udinese,it Serie A,29-076,1994,7,5,480,5.3,1,0,1,1,0,0,1,0,0.0,0.0,0.1,0.1,3,14,3,0.19,0.00,0.19,0.19,0.19,0.01,0.02,0.03,0.01,0.03,de0f152c
1627,Jordi Masip,es ESP,GK,Valladolid,es La Liga,34-075,1989,17,17,1517,16.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8fae77ea
1628,Erhan Mašovi?,rs SRB,DF,Bochum,de Bundesliga,24-117,1998,20,14,1399,15.5,4,0,4,4,0,0,2,0,2.0,2.0,0.5,2.4,3,41,2,0.26,0.00,0.26,0.26,0.26,0.13,0.03,0.16,0.13,0.16,a396fb61
1629,Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,21-255,2001,7,6,529,5.9,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,10,15,18,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.08,0.04,0.08,eba1e557
1630,Yanis Massolin,fr FRA,MF,Clermont Foot,fr Ligue 1,20-180,2002,6,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,6ea05ca7
1631,Jaime Mata,es ESP,FWMF,Getafe,es La Liga,34-146,1988,9,0,47,0.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,02319ad7
1632,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,20-186,2002,7,1,144,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,11,0,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.05,0.04,0.05,feb5d972
1633,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,21-032,2002,14,9,806,9.0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,3,41,6,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,15944afd
1634,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,25-264,1997,22,6,696,7.7,1,0,1,1,0,0,2,0,2.5,2.5,0.6,3.1,6,5,35,0.13,0.00,0.13,0.13,0.13,0.32,0.08,0.40,0.32,0.40,50e6dc35
1635,Nemanja Mati?,rs SRB,MF,Roma,it Serie A,34-230,1988,25,13,1396,15.5,1,1,2,1,0,0,4,0,0.7,0.7,1.6,2.3,35,95,13,0.06,0.06,0.13,0.06,0.13,0.05,0.10,0.15,0.05,0.15,eb7822d7
1636,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,31-223,1991,11,9,822,9.1,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.3,24,44,1,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,b217ef29
1637,Henning Matriciani,de GER,DF,Schalke 04,de Bundesliga,23-005,2000,14,14,1208,13.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,11,27,3,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,ab3f1bdf
1638,Chrislain Matsima,fr FRA,DFMF,Lorient,fr Ligue 1,20-308,2002,6,2,227,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,cf1ef7ec
1639,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,20-308,2002,2,2,127,1.4,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,2,16,9,0.00,0.71,0.71,0.00,0.71,0.00,0.26,0.26,0.00,0.26,cf1ef7ec
1640,Jean Mattéo Bahoya,fr FRA,FWMF,Angers,fr Ligue 1,17-316,2005,3,0,31,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,1,6,0.00,0.00,0.00,0.00,0.00,0.80,0.22,1.02,0.80,1.02,70d4c949
1641,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,24-325,1998,21,20,1730,19.2,0,0,0,0,0,0,3,0,0.3,0.3,0.7,0.9,7,141,10,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,a17a94d6
1642,Neal Maupay,fr FRA,FW,Everton,eng Premier League,26-217,1996,20,10,947,10.5,1,0,1,1,0,0,3,0,3.8,3.8,0.5,4.3,7,8,52,0.10,0.00,0.10,0.10,0.10,0.36,0.05,0.41,0.36,0.41,4bcf39f6
1643,Aïman Maurer,ma MAR,MF,Clermont Foot,fr Ligue 1,18-175,2004,5,4,329,3.7,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.9,13,4,24,0.00,0.00,0.00,0.00,0.00,0.09,0.15,0.24,0.09,0.24,87d31635
1644,Stephy Mavididi,eng ENG,FW,Montpellier,fr Ligue 1,24-292,1998,15,11,874,9.7,2,1,3,2,0,0,1,1,1.9,1.9,0.7,2.5,19,13,59,0.21,0.10,0.31,0.21,0.31,0.19,0.07,0.26,0.19,0.26,30144daa
1645,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,25-098,1997,22,21,1868,20.8,2,1,3,2,0,0,6,0,3.6,3.6,1.0,4.6,26,89,10,0.10,0.05,0.14,0.10,0.14,0.17,0.05,0.22,0.17,0.22,00963611
1646,Christian Mawissa,fr FRA,DF,Toulouse,fr Ligue 1,17-335,2005,2,1,98,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2c70d915
1647,Philipp Max,de GER,DF,Eint Frankfurt,de Bundesliga,29-170,1993,6,6,451,5.0,0,0,0,0,0,0,1,0,0.3,0.3,0.7,0.9,7,20,34,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.19,0.05,0.19,826e8b63
1648,Eric Maxim Choupo-Moting,cm CMR,FW,Bayern Munich,de Bundesliga,33-361,1989,17,13,1024,11.4,10,2,12,10,0,1,0,0,5.5,4.7,1.7,6.4,9,41,74,0.88,0.18,1.05,0.88,1.05,0.48,0.15,0.64,0.41,0.57,0e6bc38c
1649,Luís Maximiano,pt POR,GK,Lazio,it Serie A,24-073,1999,1,1,5,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3318286e
1650,Fernand Mayembo,cg CGO,DF,Ajaccio,fr Ligue 1,27-069,1996,8,6,541,6.0,0,0,0,0,0,0,1,0,1.2,1.2,0.0,1.2,2,4,0,0.00,0.00,0.00,0.00,0.00,0.19,0.01,0.20,0.19,0.20,b20cc590
1651,Borja Mayoral,es ESP,FW,Getafe,es La Liga,25-348,1997,25,25,2039,22.7,6,1,7,6,0,2,4,0,6.2,4.6,1.7,6.3,42,41,124,0.26,0.04,0.31,0.26,0.31,0.27,0.07,0.35,0.20,0.28,64e8ed6d
1652,Noussair Mazraoui,ma MAR,DF,Bayern Munich,de Bundesliga,25-125,1997,12,6,569,6.3,0,3,3,0,0,0,0,0,0.3,0.3,0.8,1.1,14,43,25,0.00,0.47,0.47,0.00,0.47,0.05,0.12,0.17,0.05,0.17,b74277a0
1653,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,27-235,1995,19,17,1421,15.8,2,2,4,2,0,0,2,0,1.1,1.1,2.3,3.5,53,46,81,0.13,0.13,0.25,0.13,0.25,0.07,0.15,0.22,0.07,0.22,eb0ec070
1654,Kevin Mbabu,ch SUI,DFFW,Fulham,eng Premier League,27-334,1995,6,1,144,1.6,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,4,8,11,0.00,0.62,0.62,0.00,0.62,0.00,0.25,0.25,0.00,0.25,493924a7
1655,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,24-089,1998,23,21,1828,20.3,19,3,22,17,2,4,5,0,16.6,13.3,5.4,18.7,120,87,313,0.94,0.15,1.08,0.84,0.98,0.82,0.27,1.08,0.65,0.92,42fd9c7f
1656,Mamadou Mbaye,sn SEN,DF,Cádiz,es La Liga,24-264,1998,8,6,559,6.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,10,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,8aae94b9
1657,Chancel Mbemba,cd COD,DF,Marseille,fr Ligue 1,28-223,1994,26,25,2195,24.4,4,0,4,4,0,0,2,0,2.7,2.7,0.1,2.8,35,127,31,0.16,0.00,0.16,0.16,0.16,0.11,0.00,0.12,0.11,0.12,e76cb9cc
1658,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,23-224,1999,27,27,2092,23.2,5,3,8,4,1,1,4,0,6.8,6.0,4.0,10.0,43,63,170,0.22,0.13,0.34,0.17,0.30,0.29,0.17,0.47,0.26,0.43,6afaebf2
1659,Jason Mbock,fr FRA,MFFW,Angers,fr Ligue 1,23-138,1999,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,1.10,1.10,0.00,1.10,890bc029
1660,Nathanael Mbuku,fr FRA,FWMF,Reims,fr Ligue 1,21-003,2002,6,0,66,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,3,6,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,46750e9c
1661,Nathanael Mbuku,fr FRA,FW,Augsburg,de Bundesliga,21-003,2002,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46750e9c
1662,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,35-163,1987,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,cee31595
1663,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,28-152,1994,23,19,1703,18.9,0,2,2,0,0,0,5,0,1.7,1.7,1.7,3.4,17,87,44,0.00,0.11,0.11,0.00,0.11,0.09,0.09,0.18,0.09,0.18,90f91999
1664,Scott McKenna,sct SCO,DF,Nott'ham Forest,eng Premier League,26-127,1996,18,17,1462,16.2,0,0,0,0,0,0,4,0,0.1,0.1,0.8,0.9,5,33,1,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,4e5a4cbc
1665,Weston McKennie,us USA,MF,Leeds United,eng Premier League,24-203,1998,8,6,580,6.4,0,0,0,0,0,0,4,0,0.4,0.4,0.2,0.6,8,38,14,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09,01c3aff5
1666,Weston McKennie,us USA,MFDF,Juventus,it Serie A,24-203,1998,15,13,1052,11.7,1,1,2,1,0,0,0,0,0.9,0.9,0.7,1.6,19,39,54,0.09,0.09,0.17,0.09,0.17,0.08,0.06,0.14,0.08,0.14,01c3aff5
1667,Dwight McNeil,eng ENG,FWMF,Everton,eng Premier League,23-117,1999,26,18,1598,17.8,3,2,5,3,0,0,5,0,1.3,1.3,3.5,4.8,47,44,89,0.17,0.11,0.28,0.17,0.28,0.07,0.20,0.27,0.07,0.27,fc15fb84
1668,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,26-101,1996,18,7,865,9.6,0,0,0,0,0,0,6,0,0.8,0.8,0.2,1.0,9,24,16,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.11,0.08,0.11,d93c2511
1669,Gary Medel,cl CHI,MFDF,Bologna,it Serie A,35-228,1987,21,16,1324,14.7,0,1,1,0,0,0,5,0,0.1,0.1,0.3,0.4,1,50,5,0.00,0.07,0.07,0.00,0.07,0.00,0.02,0.03,0.00,0.03,563a68ad
1670,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,23-295,1999,23,23,1970,21.9,1,3,4,1,0,0,5,0,2.0,2.0,0.8,2.8,63,188,28,0.05,0.14,0.18,0.05,0.18,0.09,0.04,0.13,0.09,0.13,6f5ec8bb
1671,Ben Mee,eng ENG,DF,Brentford,eng Premier League,33-179,1989,26,26,2288,25.4,3,0,3,3,0,0,2,0,1.8,1.8,0.2,2.0,3,49,11,0.12,0.00,0.12,0.12,0.12,0.07,0.01,0.08,0.07,0.08,8df7a2fb
1672,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,21-272,2001,8,7,699,7.8,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,6,20,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,04ac78d2
1673,Soualiho Meïté,fr FRA,MF,Cremonese,it Serie A,29-002,1994,20,17,1387,15.4,0,1,1,0,0,0,5,0,0.3,0.3,0.3,0.6,15,54,16,0.00,0.06,0.06,0.00,0.06,0.02,0.02,0.04,0.02,0.04,5cec2c74
1674,Farid El Melali,dz ALG,DFFW,Angers,fr Ligue 1,25-318,1997,13,7,615,6.8,0,0,0,0,0,0,1,0,1.1,1.1,0.1,1.2,37,14,49,0.00,0.00,0.00,0.00,0.00,0.16,0.02,0.18,0.16,0.18,d21e361a
1675,Gonzalo Melero,es ESP,MF,Almería,es La Liga,29-076,1994,16,14,1129,12.5,3,3,6,2,1,1,3,0,2.4,1.6,1.4,3.0,16,64,21,0.24,0.24,0.48,0.16,0.40,0.19,0.11,0.30,0.13,0.24,3902e91b
1676,Birger Meling,no NOR,DF,Rennes,fr Ligue 1,28-092,1994,19,5,656,7.3,0,0,0,0,0,0,2,1,0.0,0.0,0.2,0.2,30,55,39,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,70c52749
1677,Memphis,nl NED,FW,Barcelona,es La Liga,29-034,1994,2,2,114,1.3,1,0,1,1,0,0,0,0,0.9,0.9,0.1,1.0,2,7,19,0.79,0.00,0.79,0.79,0.79,0.68,0.11,0.79,0.68,0.79,8f696594
1678,Memphis,nl NED,FW,Atlético Madrid,es La Liga,29-034,1994,7,3,258,2.9,3,0,3,3,0,0,1,0,2.9,2.9,0.5,3.4,3,8,22,1.05,0.00,1.05,1.05,1.05,1.02,0.16,1.19,1.02,1.19,8f696594
1679,Houboulang Mendes,fr FRA,DF,Almería,es La Liga,24-319,1998,12,9,739,8.2,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.3,13,14,22,0.00,0.12,0.12,0.00,0.12,0.00,0.04,0.04,0.00,0.04,1545cf15
1680,Nuno Mendes,pt POR,DFMF,Paris S-G,fr Ligue 1,20-273,2002,18,14,1181,13.1,1,4,5,1,0,0,2,0,1.0,1.0,2.1,3.1,40,61,163,0.08,0.30,0.38,0.08,0.38,0.07,0.16,0.24,0.07,0.24,f20e4cc9
1681,Thiago Mendes,br BRA,MFDF,Lyon,fr Ligue 1,31-004,1992,23,18,1613,17.9,1,1,2,1,0,0,2,0,0.6,0.6,0.6,1.2,5,140,12,0.06,0.06,0.11,0.06,0.11,0.03,0.03,0.07,0.03,0.07,c6e5d20f
1682,Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,26-071,1997,24,22,1825,20.3,7,3,10,7,0,0,5,0,4.4,4.4,2.3,6.8,27,98,103,0.35,0.15,0.49,0.35,0.49,0.22,0.12,0.34,0.22,0.34,c9e39d91
1683,Diego Méndez,es ESP,MF,Rayo Vallecano,es La Liga,19-202,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,b151a3f2
1684,Antoine Mendy,fr FRA,DF,Nice,fr Ligue 1,18-296,2004,6,2,170,1.9,0,1,1,0,0,0,0,0,0.2,0.2,0.0,0.3,0,8,14,0.00,0.53,0.53,0.00,0.53,0.13,0.02,0.15,0.13,0.15,3322e296
1685,Arial Mendy,sn SEN,DF,Clermont Foot,fr Ligue 1,28-132,1994,5,1,223,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,6,7,22,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,9f0f4b49
1686,Batista Mendy,fr FRA,MFDF,Angers,fr Ligue 1,23-066,2000,25,25,2053,22.8,0,0,0,0,0,0,8,1,0.6,0.6,0.9,1.5,19,143,39,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,e472a6f6
1687,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,31-018,1992,9,8,765,8.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33887998
1688,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,27-284,1995,14,14,1127,12.5,0,1,1,0,0,0,2,0,0.3,0.3,0.6,0.9,22,48,59,0.00,0.08,0.08,0.00,0.08,0.02,0.05,0.07,0.02,0.07,3cefcaef
1689,Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,30-269,1992,14,6,610,6.8,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.2,2,25,4,0.15,0.00,0.15,0.15,0.15,0.02,0.01,0.02,0.02,0.02,1598599e
1690,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,24-244,1998,18,18,1607,17.9,0,0,0,0,0,0,5,0,0.0,0.0,1.0,1.0,41,73,76,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,9bdd8118
1691,Chris Mepham,wls WAL,DF,Bournemouth,eng Premier League,25-134,1997,21,19,1749,19.4,0,0,0,0,0,0,7,0,0.3,0.3,0.2,0.5,1,31,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,fed96827
1692,Jorge Meré,es ESP,DF,Cádiz,es La Liga,25-336,1997,2,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9f979eb2
1693,Alex Meret,it ITA,GK,Napoli,it Serie A,25-362,1997,25,25,2250,25.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9413b19f
1694,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,26-270,1996,21,18,1602,17.8,1,7,8,1,0,1,4,1,3.1,2.3,3.1,5.4,18,112,65,0.06,0.39,0.45,0.06,0.45,0.17,0.17,0.35,0.13,0.30,d080ed5e
1695,Quentin Merlin,fr FRA,DF,Nantes,fr Ligue 1,20-307,2002,16,15,1265,14.1,0,1,1,0,0,0,1,0,0.4,0.4,1.9,2.3,33,64,62,0.00,0.07,0.07,0.00,0.07,0.03,0.13,0.16,0.03,0.16,0bfca6a1
